Title,Mal_Id,Rating,Scored_By,Members,Favourited_by,Genre,Year,Season
Vanitas no Karte,48580,7.91,182219,459329,6496,Supernatural,2021,summer
Tsuki ga Michibiku Isekai Douchuu,43523,7.72,180053,345576,3460,"Action,Adventure,Comedy,Fantasy",2021,summer
Genjitsu Shugi Yuusha no Oukoku Saikenki,41710,7.24,170386,339193,2376,"Action,Fantasy,Romance",2021,summer
"Tantei wa Mou, Shindeiru.",46471,6.36,124845,336711,3058,"Comedy,Drama,Mystery,Romance",2021,summer
Kanojo mo Kanojo,43969,6.55,153376,320042,2269,"Comedy,Romance",2021,summer
Seirei Gensouki,44203,7.06,159356,312723,2950,"Action,Adventure,Drama,Fantasy,Romance",2021,summer
Bokutachi no Remake,40904,7.42,138921,306441,2284,"Drama,Romance",2021,summer
Sonny Boy,48849,7.75,91785,265627,5093,"Award Winning,Mystery",2021,summer
Jahy-sama wa Kujikenai!,48753,7.06,74959,226898,1403,"Comedy,Supernatural",2021,summer
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,42282,7.25,85180,208280,992,"Comedy,Fantasy,Romance",2021,summer
Shinigami Bocchan to Kuro Maid,47257,7.62,77827,206568,1524,"Comedy,Drama,Supernatural",2021,summer
Uramichi Oniisan,40620,7.7,74381,198866,2024,Comedy,2021,summer
Meikyuu Black Company,42340,7.27,85801,193357,810,"Comedy,Fantasy",2021,summer
Deatte 5-byou de Battle,43814,6.77,83004,173569,838,Supernatural,2021,summer
Megami-ryou no Ryoubo-kun.,41812,6.52,68581,172810,1206,"Comedy,Romance,Ecchi",2021,summer
Heion Sedai no Idaten-tachi,42625,7.65,68413,170351,1491,"Action,Adventure,Fantasy",2021,summer
Peach Boy Riverside,42627,6.26,63739,168048,677,"Adventure,Fantasy",2021,summer
Shiroi Suna no Aquatope,46093,7.51,45644,157146,1268,"Drama,Slice of Life",2021,summer
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,44881,6.81,65140,142698,604,"Drama,Fantasy",2021,summer
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,40960,6.48,47305,124312,584,"Comedy,Fantasy",2021,summer
Mahouka Koukou no Yuutousei,45572,6.64,36451,122252,730,"Fantasy,Sci-Fi",2021,summer
Re-Main,48406,7.21,44183,119297,813,Sports,2021,summer
Higurashi no Naku Koro ni Sotsu,48488,6.74,39167,100622,694,"Avant Garde,Horror,Mystery,Supernatural,Suspense",2021,summer
Scarlet Nexus,48492,5.68,23057,87825,494,"Action,Sci-Fi",2021,summer
Kageki Shoujo!!,43691,7.76,23884,75973,475,Drama,2021,summer
Love Live! Superstar!!,41169,7.97,22729,61702,1054,Slice of Life,2021,summer
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,41530,6.98,15768,56912,440,"Drama,Suspense",2021,summer
Night Head 2041,43767,6.52,9475,42998,308,"Drama,Mystery,Sci-Fi,Supernatural",2021,summer
D_Cide Traumerei the Animation,48470,5.82,6088,23345,101,"Action,Drama,Fantasy",2021,summer
IDOLiSH7 Third Beat!,45577,8.21,5581,18901,318,Drama,2021,summer
"Ore, Tsushima",48252,6.98,7260,17626,161,"Comedy,Slice of Life",2021,summer
Yami Shibai 9,49110,5.85,4045,10669,39,"Avant Garde,Horror,Supernatural",2021,summer
Tsukipro The Animation 2,37008,6.36,847,6978,50,,2021,summer
Getter Robo Arc,43741,6.11,1732,5087,27,"Action,Sci-Fi",2021,summer
Pretty All Friends Selection,48859,6.62,156,1858,19,"Comedy,Slice of Life",2021,summer
"Komi-san wa, Comyushou desu.",48926,7.95,396511,773466,11529,Comedy,2021,fall
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,45576,8.71,440005,733050,16337,"Drama,Fantasy,Ecchi",2021,fall
Kimetsu no Yaiba: Mugen Ressha-hen,49926,8.38,328030,566898,3647,"Action,Fantasy",2021,fall
Ousama Ranking,40834,8.56,273824,535162,11420,"Adventure,Fantasy",2021,fall
Takt Op. Destiny,48556,7.15,185602,458516,4439,"Action,Fantasy",2021,fall
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",47790,7.37,244262,452225,3822,"Action,Drama,Fantasy,Mystery,Romance",2021,fall
Mieruko-chan,48483,7.43,192797,434820,3148,"Comedy,Horror,Supernatural",2021,fall
Blue Period,46352,7.82,176270,405701,5339,Drama,2021,fall
86 Part 2,48569,8.71,213409,399037,11883,"Action,Drama,Sci-Fi",2021,fall
Platinum End,44961,6.08,118273,357785,2533,"Drama,Supernatural,Suspense",2021,fall
Senpai ga Uzai Kouhai no Hanashi,42351,7.63,133334,293046,1671,Comedy,2021,fall
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",44037,6.95,126004,267690,1891,"Adventure,Fantasy,Romance",2021,fall
Saihate no Paladin,48761,6.85,113635,257738,1300,"Action,Adventure,Fantasy",2021,fall
Kaizoku Oujo,42544,7.08,58653,174800,1153,"Action,Adventure,Fantasy",2021,fall
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,46985,6.23,82350,170416,979,"Adventure,Fantasy,Romance",2021,fall
Tsuki to Laika to Nosferatu,48471,7.31,46867,135226,686,"Fantasy,Sci-Fi",2021,fall
Taishou Otome Otogibanashi,45055,7.79,50127,121145,984,"Comedy,Drama,Romance",2021,fall
World Trigger 3rd Season,44940,8.29,35716,99288,1006,"Action,Sci-Fi,Supernatural",2021,fall
Sakugan,38192,6.52,29059,95163,268,"Adventure,Comedy,Sci-Fi",2021,fall
Isekai Shokudou 2,48804,7.67,32677,80720,392,"Fantasy,Gourmet,Slice of Life",2021,fall
Kyuuketsuki Sugu Shinu,41833,7.25,27576,77243,480,"Comedy,Supernatural",2021,fall
Build Divide: Code Black,48776,6.39,12875,50530,309,Fantasy,2021,fall
Sankaku Mado no Sotogawa wa Yoru,44387,6.72,13295,42386,324,"Boys Love,Drama,Horror,Mystery,Supernatural",2021,fall
Deep Insanity: The Lost Child,49292,5.57,11226,40892,238,Sci-Fi,2021,fall
Selection Project,44275,7.26,13893,40323,367,,2021,fall
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,48505,7.09,11059,38830,321,"Adventure,Comedy,Fantasy,Supernatural",2021,fall
Visual Prison,48567,6.7,8444,37131,457,Supernatural,2021,fall
Muv-Luv Alternative,40608,5.78,10970,37078,169,"Action,Drama,Sci-Fi",2021,fall
180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,48858,5.34,10094,34267,211,Slice of Life,2021,fall
Deji Meets Girl,49505,6.14,9543,31102,160,Slice of Life,2021,fall
Kyoukai Senki,48466,6.32,9523,29832,129,"Action,Sci-Fi",2021,fall
Kaginado,48775,7.1,7908,27364,130,"Comedy,Slice of Life",2021,fall
Puraore! Pride of Orange,44274,6.28,7658,24645,94,Sports,2021,fall
Blade Runner: Black Lotus,38749,6.24,4083,23119,98,"Sci-Fi,Suspense",2021,fall
Tesla Note,48680,4.66,5779,22657,93,"Action,Suspense",2021,fall
Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,42587,7.32,5322,21452,149,"Drama,Fantasy,Slice of Life",2021,fall
Lupin III: Part 6,49040,7.17,4648,20201,139,"Action,Adventure,Comedy,Mystery",2021,fall
Digimon Ghost Game,49515,6.87,3918,19952,150,"Action,Adventure,Comedy,Fantasy",2021,fall
Gyakuten Sekai no Denchi Shoujo,48644,6.31,6073,19525,49,"Action,Comedy,Sci-Fi",2021,fall
Yaku nara Mug Cup mo: Niban Gama,49263,6.82,6281,16835,46,Slice of Life,2021,fall
Shikizakura,38440,5.83,3021,16193,50,"Action,Drama,Sci-Fi",2021,fall
Megaton-kyuu Musashi,33737,6.22,2218,13851,62,"Action,Sci-Fi",2021,fall
Cardfight!! Vanguard: overDress Season 2,48862,6.66,1886,6351,40,"Action,Drama",2021,fall
Muteking the Dancing Hero,39893,5.85,2147,5852,21,"Action,Comedy,Sci-Fi",2021,fall
Waccha PriMagi!,49285,7.1,951,4734,45,,2021,fall
Kanashiki Debu Neko-chan,49431,6.18,150,3122,40,Slice of Life,2021,fall
Kimetsu no Yaiba: Yuukaku-hen,47778,8.82,692704,1138125,22579,"Action,Fantasy",2022,winter
Shingeki no Kyojin: The Final Season Part 2,48583,8.77,570170,1056738,28419,"Action,Drama",2022,winter
Sono Bisque Doll wa Koi wo Suru,48736,8.27,516184,874488,17994,"Romance,Slice of Life",2022,winter
Arifureta Shokugyou de Sekai Saikyou 2nd Season,40507,7.2,124334,327400,4151,"Action,Adventure,Fantasy",2022,winter
Tensai Ouji no Akaji Kokka Saisei Jutsu,47159,7.4,107746,235832,1405,"Comedy,Fantasy",2022,winter
Vanitas no Karte Part 2,49114,8.21,96796,232440,2439,Supernatural,2022,winter
Shuumatsu no Harem,41946,5.97,84356,230865,1916,"Sci-Fi,Ecchi",2022,winter
Sabikui Bisco,48414,7.17,87934,223554,1357,"Action,Adventure,Fantasy,Sci-Fi",2022,winter
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,49930,7.45,102709,207654,1301,"Action,Fantasy,Romance",2022,winter
Shikkakumon no Saikyou Kenja,47161,6.23,97973,206977,1129,"Action,Adventure,Fantasy",2022,winter
Karakai Jouzu no Takagi-san 3,49721,8.45,68864,161921,2215,Comedy,2022,winter
Akebi-chan no Sailor-fuku,48553,7.71,58536,160349,1070,Slice of Life,2022,winter
Sasaki to Miyano,44055,8.24,63450,157548,3999,"Boys Love,Slice of Life",2022,winter
Koroshi Ai,44516,6.9,51423,147369,894,"Action,Romance",2022,winter
Fantasy Bishoujo Juniku Ojisan to,48997,7.17,65851,146750,689,"Adventure,Comedy,Fantasy,Romance",2022,winter
Leadale no Daichi nite,48239,6.94,66777,137773,777,"Adventure,Fantasy",2022,winter
Princess Connect! Re:Dive Season 2,42670,7.83,38525,112450,798,"Adventure,Comedy,Fantasy,Gourmet",2022,winter
Kenja no Deshi wo Nanoru Kenja,42072,6.3,41262,105513,614,"Adventure,Fantasy",2022,winter
Orient,45560,6.59,34475,99759,506,"Action,Adventure,Fantasy",2022,winter
Heike Monogatari,49738,7.77,22191,71045,546,Drama,2022,winter
Ryman's Club,50185,7.38,23451,67335,504,Sports,2022,winter
Tokyo 24-ku,50204,6.34,18851,59606,200,"Mystery,Sci-Fi",2022,winter
Slow Loop,45425,7.24,19733,55865,247,"Gourmet,Slice of Life",2022,winter
Baraou no Souretsu,42892,6.32,10779,54965,353,"Action,Drama,Supernatural",2022,winter
Kaijin Kaihatsu-bu no Kuroitsu-san,49385,6.74,16107,50598,167,"Comedy,Fantasy",2022,winter
Hakozume: Kouban Joshi no Gyakushuu,49519,7.18,20299,48433,155,"Comedy,Slice of Life",2022,winter
Dolls' Frontline,46604,5.88,12800,46957,289,"Action,Drama,Sci-Fi",2022,winter
Tribe Nine,49969,6.07,11116,41684,218,"Sci-Fi,Sports",2022,winter
Futsal Boys!!!!!,40488,5.47,9197,30333,223,Sports,2022,winter
Cue!,43735,6.81,6721,23890,145,,2022,winter
Gensou Sangokushi: Tengen Reishinki,49514,5.3,4190,19873,101,Fantasy,2022,winter
Shenmue the Animation,42808,6.68,6242,19708,148,"Action,Adventure",2022,winter
Saiyuuki Reload: Zeroin,45783,6.59,2456,11931,71,"Action,Adventure,Comedy,Drama,Supernatural",2022,winter
Irodorimidori,50267,5.75,2524,8904,43,Slice of Life,2022,winter
Yami Shibai 10,50599,6.14,2868,8083,37,"Avant Garde,Horror,Supernatural",2022,winter
Delicious Party♡Precure,50281,7.01,1876,8029,98,"Action,Fantasy",2022,winter
Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,49780,5.71,3133,7813,29,Comedy,2022,winter
Sabiiro no Armor: Reimei,39917,3.83,1758,5718,21,Action,2022,winter
On Air Dekinai!,50285,5.84,158,2346,11,Comedy,2022,winter
Ninjala (TV),50418,5.61,302,2198,13,Action,2022,winter
Spy x Family,50265,8.67,740692,1244781,36845,"Action,Award Winning,Comedy",2022,spring
Kaguya-sama wa Kokurasetai: Ultra Romantic,43608,9.07,406337,757881,27223,"Comedy,Romance",2022,spring
Tate no Yuusha no Nariagari Season 2,40356,6.56,197484,668455,12388,"Action,Adventure,Drama,Fantasy",2022,spring
Kawaii dake ja Nai Shikimori-san,45613,6.93,173926,448291,4273,"Comedy,Romance",2022,spring
"Komi-san wa, Comyushou desu. 2nd Season",50631,8.1,184864,404096,3641,Comedy,2022,spring
Summertime Render,47194,8.53,134752,384201,6121,"Mystery,Supernatural,Suspense",2022,spring
Tomodachi Game,50273,7.71,146967,303822,3206,Suspense,2022,spring
Aharen-san wa Hakarenai,49520,7.33,116186,287597,2076,"Comedy,Romance",2022,spring
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",48760,7.19,123820,254115,1560,"Action,Fantasy",2022,spring
"Yuusha, Yamemasu",50175,7.04,111038,249473,1601,"Action,Adventure,Comedy,Fantasy",2022,spring
Paripi Koumei,50380,8.2,113930,244978,2330,Comedy,2022,spring
Otome Game Sekai wa Mob ni Kibishii Sekai desu,50461,7.35,121693,240862,1679,Fantasy,2022,spring
Kakkou no Iinazuke,48675,6.98,77779,236299,2102,"Comedy,Romance",2022,spring
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",48415,6.28,102991,229390,1420,"Action,Fantasy",2022,spring
Date A Live IV,41461,7.8,64118,217602,3228,"Comedy,Romance,Sci-Fi",2022,spring
Koi wa Sekai Seifuku no Ato de,48643,7.46,79937,196355,911,"Action,Comedy,Romance",2022,spring
Ao Ashi,49052,8.27,78790,168920,2640,Sports,2022,spring
Shokei Shoujo no Virgin Road,47162,6.81,46670,137847,643,"Action,Adventure,Fantasy",2022,spring
Mahoutsukai Reimeiki,48842,6.38,43097,133702,723,"Action,Adventure,Comedy,Fantasy",2022,spring
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,43470,7.31,40182,131611,489,"Comedy,Romance",2022,spring
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,42429,8.08,55251,126873,807,Fantasy,2022,spring
Deaimon,48779,7.58,35812,84279,412,Slice of Life,2022,spring
Dance Dance Danseur,48702,7.89,28213,73495,600,Drama,2022,spring
Machikado Mazoku: 2-choume,42745,7.87,19064,59083,305,"Comedy,Fantasy",2022,spring
Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,49692,7.28,20748,58644,387,,2022,spring
Kunoichi Tsubaki no Mune no Uchi,50338,7.17,19291,52471,255,Comedy,2022,spring
"Kono Healer, Mendokusai",48742,6.35,17380,49739,143,"Adventure,Comedy,Fantasy",2022,spring
Kingdom 4th Season,50160,8.75,18458,49242,893,Action,2022,spring
Birdie Wing: Golf Girls' Story,50248,7.49,16095,45483,290,Sports,2022,spring
RPG Fudousan,48363,6.73,13373,41061,118,"Comedy,Fantasy",2022,spring
Black★★Rock Shooter: Dawn Fall,49831,5.92,6333,36555,330,"Action,Drama",2022,spring
Love All Play,49556,6.5,9643,35719,260,Sports,2022,spring
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,48916,7.71,12103,33051,408,Slice of Life,2022,spring
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,49160,7.08,10602,31963,125,"Comedy,Supernatural",2022,spring
Healer Girl,48857,7.35,9433,28021,147,"Fantasy,Slice of Life",2022,spring
Shin Ikkitousen,49342,5.82,4392,23513,127,"Action,Ecchi",2022,spring
Gunjou no Fanfare,49691,6.13,5806,22704,128,Sports,2022,spring
Build Divide: Code White,48777,6.65,4303,17875,80,Fantasy,2022,spring
Onipan!,50955,6.52,3540,13548,35,"Comedy,Fantasy",2022,spring
Kyoukai Senki Part 2,50678,6.51,4222,12062,74,"Action,Sci-Fi",2022,spring
Kaginado Season 2,50685,7.35,4583,11568,57,Comedy,2022,spring
Meitantei Conan: Zero no Tea Time,50012,6.89,4406,11428,61,"Mystery,Slice of Life",2022,spring
Estab-Life: Great Escape,50862,6.51,2707,10309,41,Sci-Fi,2022,spring
Yatogame-chan Kansatsu Nikki Yonsatsume,50438,6.28,2828,8334,18,Comedy,2022,spring
Jantama Pong☆,50789,6.04,2951,6738,18,Comedy,2022,spring
Shadowverse Flame,50060,6.39,767,4945,33,Fantasy,2022,spring
Yu☆Gi☆Oh! Go Rush!!,50607,5.78,705,4498,36,"Action,Fantasy",2022,spring
Chiikawa,50250,5.7,424,1965,19,Comedy,2022,spring
Kenda Master Ken (TV),51636,5.69,143,659,5,Comedy,2022,spring
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,51096,8.15,238499,467437,6916,"Drama,Suspense",2022,summer
Yofukashi no Uta,50346,8.03,182001,466470,5933,"Romance,Supernatural",2022,summer
Overlord IV,48895,8.1,188639,427381,6440,"Action,Adventure,Fantasy",2022,summer
Hataraku Maou-sama!!,48413,6.67,106843,417625,4788,"Comedy,Fantasy",2022,summer
Lycoris Recoil,50709,8.22,166191,372100,6311,Action,2022,summer
"Kanojo, Okarishimasu 2nd Season",42963,6.87,115331,359693,4808,"Comedy,Romance",2022,summer
Made in Abyss: Retsujitsu no Ougonkyou,41084,8.68,132518,349161,4619,"Adventure,Drama,Fantasy,Mystery,Sci-Fi",2022,summer
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,47164,7.68,88098,267941,1914,"Action,Adventure,Fantasy",2022,summer
Isekai Ojisan,49220,7.83,61715,252506,1316,"Comedy,Fantasy",2022,summer
Mamahaha no Tsurego ga Motokano datta,49470,6.78,98118,233635,1403,"Comedy,Romance",2022,summer
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,51213,6.83,83190,224387,1696,"Fantasy,Ecchi",2022,summer
Isekai Meikyuu de Harem wo,44524,6.58,90732,217265,1734,"Action,Adventure,Fantasy,Romance,Ecchi",2022,summer
Engage Kiss,51417,6.87,68650,193433,1108,"Action,Comedy,Romance",2022,summer
Kumichou Musume to Sewagakari,49776,7.78,67754,176769,883,Slice of Life,2022,summer
Kuro no Shoukanshi,51064,7.12,83477,173616,920,"Action,Fantasy",2022,summer
"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",47163,6.3,62059,166809,1292,"Action,Adventure,Fantasy",2022,summer
Isekai Yakkyoku,49438,7.33,76296,162026,719,Fantasy,2022,summer
Soredemo Ayumu wa Yosetekuru,45653,7.06,39730,140031,630,"Comedy,Romance",2022,summer
Saikin Yatotta Maid ga Ayashii,51837,6.58,29713,104557,478,Comedy,2022,summer
Shadows House 2nd Season,49782,8.0,36390,98448,573,"Fantasy,Mystery",2022,summer
RWBY: Hyousetsu Teikoku,51381,6.38,26869,91974,581,Action,2022,summer
Fuuto Tantei,48649,7.35,13461,57415,416,"Action,Mystery,Supernatural",2022,summer
Hoshi no Samidare,50891,5.65,12868,51288,167,"Action,Adventure,Comedy,Drama",2022,summer
Orient: Awajishima Gekitou-hen,51368,7.04,15180,45546,251,"Action,Adventure,Fantasy",2022,summer
Tokyo Mew Mew New ♡,41589,6.6,8187,38431,323,"Fantasy,Romance,Sci-Fi",2022,summer
Jashin-chan Dropkick X,42994,7.4,9536,32941,119,"Comedy,Supernatural",2022,summer
Utawarerumono: Futari no Hakuoro,40590,7.54,4931,31787,158,"Action,Drama,Fantasy",2022,summer
Bucchigire!,51371,6.0,8412,31335,140,Action,2022,summer
Prima Doll,50917,7.07,7639,27951,162,"Sci-Fi,Slice of Life",2022,summer
Love Live! Superstar!! 2nd Season,50203,7.74,10620,27485,312,Slice of Life,2022,summer
Warau Arsnotoria Sun!,51923,5.83,6746,25146,49,"Action,Fantasy",2022,summer
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,38006,6.69,4289,21836,62,Sci-Fi,2022,summer
Kami Kuzu☆Idol,50470,6.75,6600,20582,48,"Comedy,Supernatural",2022,summer
Shine Post,50221,7.55,5302,19414,94,"Slice of Life,Supernatural",2022,summer
Yurei Deco,51092,6.06,5922,17698,38,Sci-Fi,2022,summer
Teppen!!!!!!!!!!!!!!!,50760,6.69,5152,17141,38,Comedy,2022,summer
Shoot! Goal to the Future,50379,5.22,4330,14291,81,Sports,2022,summer
Shin Tennis no Ouji-sama: U-17 World Cup,50099,6.64,3420,12689,127,Sports,2022,summer
Yoru wa Neko to Issho,51692,7.06,2774,10556,99,Comedy,2022,summer
Extreme Hearts,50999,6.52,3460,10326,25,Sports,2022,summer
Musashino!,35335,4.69,1553,9637,15,Comedy,2022,summer
KJ File,51773,4.97,329,8055,71,"Action,Sci-Fi",2022,summer
Cardfight!! Vanguard: will+Dress,49819,6.84,1295,5090,32,Action,2022,summer
Hanabi-chan wa Okuregachi,49551,6.14,1864,4297,11,Comedy,2022,summer
Chimimo,50985,6.88,1047,3473,21,Comedy,2022,summer
Chainsaw Man,44511,8.65,506084,1124307,37262,"Action,Fantasy",2022,fall
Spy x Family Part 2,50602,8.36,292340,676524,6366,"Action,Comedy",2022,fall
Mob Psycho 100 III,50172,8.74,195844,505802,7751,"Action,Comedy,Supernatural",2022,fall
Boku no Hero Academia 6th Season,49918,8.3,85503,447777,4591,Action,2022,fall
Blue Lock,49596,8.29,111994,432359,6207,Sports,2022,fall
Bleach: Sennen Kessen-hen,41467,9.1,171665,389633,15787,"Action,Adventure,Fantasy",2022,fall
Kage no Jitsuryokusha ni Naritakute!,48316,8.36,118661,353272,6399,"Action,Comedy,Fantasy",2022,fall
Bocchi the Rock!,47917,8.93,174777,321190,15452,Comedy,2022,fall
Fumetsu no Anata e 2nd Season,49709,7.97,26118,213828,1149,"Adventure,Drama,Supernatural",2022,fall
"Fuufu Ijou, Koibito Miman.",50425,7.61,96060,210248,2032,"Comedy,Romance",2022,fall
Tensei shitara Ken deshita,49891,7.57,87194,202115,1292,"Action,Fantasy",2022,fall
Uzaki-chan wa Asobitai! Double,42962,7.26,52677,181312,843,Comedy,2022,fall
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",52046,6.96,62271,140537,782,"Action,Fantasy",2022,fall
Urusei Yatsura (2022),50710,7.22,20316,138684,852,"Comedy,Romance,Sci-Fi",2022,fall
Shinobi no Ittoki,51098,6.09,42828,137140,657,Action,2022,fall
Mairimashita! Iruma-kun 3rd Season,49784,7.98,21561,136437,1027,"Comedy,Fantasy",2022,fall
Akuyaku Reijou nano de Last Boss wo Kattemimashita,49979,7.25,51369,122983,679,"Comedy,Fantasy,Romance",2022,fall
Akiba Meido Sensou,52193,7.67,42524,115036,653,"Action,Comedy",2022,fall
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,51128,5.92,34884,101611,396,"Action,Adventure,Fantasy",2022,fall
Renai Flops,51403,6.73,32334,99246,561,"Comedy,Romance,Sci-Fi,Ecchi",2022,fall
Kidou Senshi Gundam: Suisei no Majo,49828,7.94,39296,97828,791,"Action,Sci-Fi",2022,fall
Do It Yourself!!,48542,7.49,29204,88144,442,Slice of Life,2022,fall
Arknights: Reimei Zensou,50205,7.18,24398,80564,947,"Action,Fantasy",2022,fall
Futoku no Guild,51212,6.6,25533,79980,372,"Comedy,Fantasy,Ecchi",2022,fall
Golden Kamuy 4th Season,50528,8.27,8224,69417,383,"Action,Adventure",2022,fall
Koukyuu no Karasu,50590,7.51,20687,65452,391,"Fantasy,Mystery",2022,fall
Cool Doji Danshi,51680,7.64,7674,57689,471,Slice of Life,2022,fall
Mushikaburi-hime,50923,6.85,17115,56822,398,"Drama,Fantasy,Romance",2022,fall
Shinmai Renkinjutsushi no Tenpo Keiei,49849,6.61,19272,52544,191,"Adventure,Fantasy,Slice of Life",2022,fall
Peter Grill to Kenja no Jikan: Super Extra,50348,5.93,13702,49971,179,"Comedy,Fantasy,Ecchi",2022,fall
KanColle: Itsuka Ano Umi de,30455,6.78,1791,49379,202,"Action,Sci-Fi,Slice of Life",2022,fall
Poputepipikku 2nd Season,50663,7.5,10708,37050,130,Comedy,2022,fall
4-nin wa Sorezore Uso wo Tsuku,51464,7.15,10396,29552,103,"Comedy,Supernatural",2022,fall
Berserk: Ougon Jidai-hen - Memorial Edition,52976,7.81,10048,27407,176,"Action,Adventure,Drama,Fantasy,Horror",2022,fall
