Title,Mal_Id,Rating,Scored_By,Members,Favourited_by,Genre,Year,Season
Ani ni Tsukeru Kusuri wa Nai! 3,39959,7.69,17973,35952,46,"Comedy,Slice of Life",2019,fall
Africa no Salaryman (TV),39590,6.55,8856,25204,65,"Comedy,Slice of Life",2019,fall
Stand My Heroes: Piece of Truth,38331,5.75,6576,25103,85,"Mystery,Romance",2019,fall
Phantasy Star Online 2: Episode Oracle,39506,6.53,6129,24063,39,"Action,Sci-Fi",2019,fall
Actors: Songs Connection,38670,6.3,5230,17172,69,,2019,fall
Bananya: Fushigi na Nakama-tachi,40228,6.64,7420,14384,36,"Comedy,Slice of Life",2019,fall
Z/X: Code Reunion,37268,5.78,3209,13102,19,"Fantasy,Sci-Fi",2019,fall
Shin Chuuka Ichiban!,39194,6.42,3884,11115,8,"Comedy,Gourmet",2019,fall
Tenka Hyakken: Meiji-kan e Youkoso!,40320,5.02,1727,8274,8,"Action,Adventure,Fantasy,Supernatural",2019,fall
Urashimasakatasen no Nichijou,40197,6.07,2671,5529,33,Comedy,2019,fall
Aikatsu on Parade!,40266,7.03,1856,5456,30,Slice of Life,2019,fall
Zoids Wild Zero,40166,5.89,367,3786,11,"Action,Adventure,Comedy,Sci-Fi",2019,fall
Super Shiro,39183,6.04,640,2257,3,,2019,fall
Go! Go! Atom,40367,5.89,174,891,1,"Action,Adventure,Drama,Sci-Fi",2019,fall
Haikyuu!! To the Top,38883,8.36,520456,849013,4952,Sports,2020,winter
Jibaku Shounen Hanako-kun,39534,7.85,261532,536437,11128,Supernatural,2020,winter
Darwin's Game,38656,7.24,274815,508862,2382,"Action,Mystery,Sci-Fi",2020,winter
Dorohedoro,38668,8.06,247160,487986,7723,"Action,Comedy,Fantasy,Horror",2020,winter
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,38790,7.56,264489,476055,3434,"Action,Adventure,Comedy,Fantasy",2020,winter
Ishuzoku Reviewers,40010,7.44,267808,444381,9057,"Comedy,Fantasy,Ecchi",2020,winter
Kyokou Suiri,39017,6.91,184839,422387,1214,"Mystery,Romance,Supernatural",2020,winter
Plunderer,37345,6.62,162195,384393,1359,"Action,Fantasy,Romance,Ecchi",2020,winter
Id:Invaded,40046,7.84,140333,332076,2649,"Mystery,Sci-Fi,Suspense",2020,winter
Rikei ga Koi ni Ochita no de Shoumei shitemita.,38992,7.36,133474,318302,1088,"Comedy,Romance",2020,winter
Eizouken ni wa Te wo Dasu na!,39792,8.13,127990,311570,3774,"Adventure,Award Winning,Comedy",2020,winter
Somali to Mori no Kamisama,39575,7.82,109910,271015,1560,"Adventure,Drama,Fantasy",2020,winter
Isekai Quartet 2,39988,7.37,130902,219562,248,"Comedy,Fantasy",2020,winter
Toaru Kagaku no Railgun T,38481,8.18,84187,213496,3202,"Action,Sci-Fi",2020,winter
Murenase! Seton Gakuen,40483,6.96,93983,185840,504,"Comedy,Ecchi",2020,winter
Infinite Dendrogram,38909,6.19,74036,164230,258,"Action,Fantasy",2020,winter
Nekopara,38924,6.74,60621,162073,780,"Comedy,Slice of Life",2020,winter
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,38256,6.79,51591,149155,768,"Drama,Suspense",2020,winter
Runway de Waratte,40392,7.58,49648,120677,414,Drama,2020,winter
Pet,37522,6.45,28037,90395,236,"Mystery,Supernatural",2020,winter
Heya Camp△,38476,7.32,40222,90031,120,Slice of Life,2020,winter
Koisuru Asteroid,39388,6.88,31170,82043,292,Slice of Life,2020,winter
Majutsushi Orphen Hagure Tabi,37576,5.82,22579,65529,60,"Action,Adventure,Drama,Fantasy",2020,winter
Housekishou Richard-shi no Nazo Kantei,40230,7.19,21946,62461,269,"Drama,Mystery",2020,winter
number24,39583,6.73,18124,57113,245,Sports,2020,winter
Boku no Tonari ni Ankoku Hakaishin ga Imasu.,38302,6.65,19452,55914,253,"Comedy,Slice of Life",2020,winter
22/7,40148,6.79,15587,43281,227,,2020,winter
Kuutei Dragons,39531,6.97,14355,42584,98,"Adventure,Fantasy",2020,winter
Hatena☆Illusion,35252,5.39,14945,41174,28,"Comedy,Romance,Supernatural",2020,winter
Oshi ga Budoukan Ittekuretara Shinu,37890,7.43,17187,40687,305,"Comedy,Girls Love",2020,winter
BanG Dream! 3rd Season,37870,8.03,14601,32894,568,,2020,winter
A3! Season Spring & Summer,39184,7.14,10074,32644,259,Drama,2020,winter
Natsunagu!,40738,5.86,7308,23163,18,"Drama,Slice of Life",2020,winter
Uchi Tama?! Uchi no Tama Shirimasen ka?,39942,6.95,6730,22261,76,Slice of Life,2020,winter
Oda Cinnamon Nobunaga,40136,6.59,7294,19823,44,"Comedy,Slice of Life",2020,winter
Yatogame-chan Kansatsu Nikki Nisatsume,39960,6.36,8202,18225,5,"Comedy,Slice of Life",2020,winter
Show By Rock!! Mashumairesh!!,40763,7.02,4361,14424,59,Comedy,2020,winter
Healin' Good♡Precure,40610,6.91,2995,10203,75,"Action,Fantasy",2020,winter
Breakers,40850,6.34,3280,10139,8,Sports,2020,winter
ARP Backstage Pass,40137,5.56,1743,6672,13,,2020,winter
Hentatsu (TV),40995,5.11,1679,5360,4,"Adventure,Mystery",2020,winter
Rebirth,40129,5.87,833,4186,2,Comedy,2020,winter
Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,40714,6.19,300,1611,7,"Comedy,Supernatural",2020,winter
Hulaing Babies Petit,40758,5.37,121,911,0,"Comedy,Slice of Life",2020,winter
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,40591,8.64,772272,1212274,18493,Comedy,2020,spring
Kami no Tou,40221,7.56,491494,844315,6052,"Action,Adventure,Drama,Fantasy,Mystery",2020,spring
Shokugeki no Souma: Gou no Sara,40902,7.32,241682,484809,1260,"Gourmet,Ecchi",2020,spring
Gleipnir,39463,7.0,208659,451106,1832,"Action,Mystery,Supernatural,Ecchi",2020,spring
Fruits Basket 2nd Season,40417,8.56,226025,450796,5525,"Drama,Romance,Supernatural",2020,spring
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,38555,7.47,218884,406500,2729,"Comedy,Fantasy,Romance",2020,spring
Fugou Keiji: Balance:Unlimited,41120,7.53,178988,394414,2811,Mystery,2020,spring
BNA,40060,7.36,184595,337203,2472,"Action,Fantasy",2020,spring
Kakushigoto,40716,7.99,130377,307738,2020,Comedy,2020,spring
Yesterday wo Utatte,39710,6.89,133948,290001,1226,"Drama,Romance",2020,spring
Princess Connect! Re:Dive,39292,7.05,112443,263289,977,"Adventure,Comedy,Fantasy,Gourmet",2020,spring
"Hachi-nan tte, Sore wa Nai deshou!",38830,6.26,115940,213213,449,"Action,Fantasy",2020,spring
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,40815,8.12,108657,184329,758,Fantasy,2020,spring
Appare-Ranman!,40532,7.27,46934,123882,487,Comedy,2020,spring
Arte,40128,7.19,52710,121075,331,Drama,2020,spring
Tsugu Tsugumomo,39469,7.45,36520,99462,318,"Action,Comedy,Supernatural,Ecchi",2020,spring
Shironeko Project: Zero Chronicle,38843,5.36,38104,88752,193,"Action,Adventure,Fantasy",2020,spring
Kingdom 3rd Season,40682,8.81,31780,86122,1725,Action,2020,spring
Nami yo Kiitekure,40513,7.35,29102,80451,186,"Comedy,Drama",2020,spring
Listeners,40165,5.37,20732,60899,49,Sci-Fi,2020,spring
Houkago Teibou Nisshi,39730,7.42,23998,58521,253,"Gourmet,Slice of Life",2020,spring
Digimon Adventure:,41074,6.42,17007,53521,185,"Action,Adventure,Comedy,Fantasy",2020,spring
Bungou to Alchemist: Shinpan no Haguruma,40934,6.48,12501,48951,210,"Adventure,Fantasy",2020,spring
Jashin-chan Dropkick',39049,7.46,17303,42427,103,"Comedy,Supernatural",2020,spring
"Shachou, Battle no Jikan desu!",40783,5.85,14302,37515,24,"Action,Adventure,Fantasy",2020,spring
Tamayomi,39966,5.77,10927,31216,41,Sports,2020,spring
Gal to Kyouryuu,40358,6.45,9158,30382,75,"Comedy,Slice of Life",2020,spring
IDOLiSH7 Second Beat!,37962,8.15,9176,27666,367,Drama,2020,spring
Kitsutsuki Tanteidokoro,39582,6.1,7346,25665,47,Mystery,2020,spring
Major 2nd 2nd Season,40504,7.48,8824,20165,71,Sports,2020,spring
Shin Sakura Taisen the Animation,40403,5.79,4575,17885,25,"Action,Adventure,Sci-Fi",2020,spring
Bessatsu Olympia Kyklos,41266,6.95,6213,16921,71,"Comedy,Sports",2020,spring
Yu☆Gi☆Oh! Sevens,40145,6.16,3729,16301,74,"Action,Fantasy",2020,spring
Shadowverse,40506,5.69,4278,14586,31,Fantasy,2020,spring
Argonavis from BanG Dream!,40677,6.76,3364,11020,78,Drama,2020,spring
Mewkledreamy,40327,7.06,1336,7133,28,"Adventure,Fantasy",2020,spring
Komatta Jiisan,40893,6.39,1900,4319,6,"Comedy,Romance,Slice of Life",2020,spring
Asatir: Mirai no Mukashi Banashi,41558,6.06,1009,3689,6,Adventure,2020,spring
Cardfight!! Vanguard Gaiden: If,41283,6.48,1084,3543,11,"Action,Adventure,Comedy",2020,spring
Bakugan: Armored Alliance,41405,5.66,1082,3389,2,"Action,Fantasy",2020,spring
Garugaku.: Sei Girls Square Gakuin,41381,5.59,358,2135,4,,2020,spring
Kiratto Pri☆chan Season 3,40880,7.15,498,2114,11,Comedy,2020,spring
Tomica Kizuna Gattai: Earth Granner,41062,5.92,222,1362,1,"Action,Adventure,Sci-Fi",2020,spring
TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,41401,5.93,343,1260,2,"Adventure,Comedy",2020,spring
Hakushon Daimaou 2020,40983,6.03,207,904,1,"Comedy,Fantasy",2020,spring
Motto! Majime ni Fumajime Kaiketsu Zorori,40045,6.44,154,901,2,"Adventure,Comedy",2020,spring
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,39587,8.35,579079,1010604,11141,"Drama,Fantasy,Suspense",2020,summer
"Kanojo, Okarishimasu",40839,7.11,567907,892266,8041,"Comedy,Romance",2020,summer
The God of High School,41353,7.07,473097,833870,3977,"Action,Fantasy",2020,summer
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",40496,7.38,415295,704790,5592,"Action,Fantasy",2020,summer
Enen no Shouboutai: Ni no Shou,40956,7.8,357140,686987,2644,"Action,Supernatural",2020,summer
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,39547,8.37,357564,661629,13277,"Comedy,Romance",2020,summer
Great Pretender,40052,8.24,286871,593449,9251,"Action,Adventure,Mystery",2020,summer
Sword Art Online: Alicization - War of Underworld 2nd Season,40540,7.47,317556,553397,3045,"Action,Adventure,Fantasy",2020,summer
Uzaki-chan wa Asobitai!,41226,7.01,235000,434968,1636,Comedy,2020,summer
Deca-Dence,40056,7.38,126681,283716,848,"Action,Adventure,Sci-Fi",2020,summer
Monster Musume no Oishasan,40708,6.53,90137,196451,363,"Comedy,Fantasy,Romance,Ecchi",2020,summer
Peter Grill to Kenja no Jikan,40436,5.52,84091,187480,716,"Comedy,Fantasy,Ecchi",2020,summer
Dokyuu Hentai HxEros,40623,5.75,50716,130034,226,"Action,Comedy,Supernatural,Ecchi",2020,summer
No Guns Life 2nd Season,40529,7.07,28222,74997,76,"Action,Drama,Sci-Fi",2020,summer
Gibiate,40074,3.81,22582,64792,55,"Action,Fantasy,Horror",2020,summer
Koi to Producer: EVOL×LOVE,40075,6.19,16782,56776,271,"Mystery,Romance,Sci-Fi",2020,summer
Lapis Re:LiGHTs,37587,6.66,14991,42452,134,Fantasy,2020,summer
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,39948,6.9,6280,24590,41,"Mystery,Supernatural",2020,summer
Ninja Collection,42260,3.75,4867,15998,25,"Horror,Supernatural",2020,summer
Umayon,38835,6.29,6506,15527,10,Comedy,2020,summer
Chou Futsuu Toshi Kashiwa Densetsu R,40473,4.39,664,4601,3,"Comedy,Fantasy",2020,summer
Arad: Gyakuten no Wa,38416,5.98,136,1823,9,"Action,Adventure,Comedy,Fantasy",2020,summer
Hulaing Babies Aratame: Staying Babies,42145,5.24,163,785,0,"Comedy,Slice of Life",2020,summer
Obake Zukan,41383,5.69,138,652,0,"Comedy,Fantasy,Supernatural",2020,summer
Jujutsu Kaisen,40748,8.65,1388777,2147211,78527,"Action,Award Winning,Fantasy",2020,fall
Haikyuu!! To the Top Part 2,40776,8.55,427472,728963,5814,Sports,2020,fall
Tonikaku Kawaii,41389,7.9,369741,657079,9526,"Comedy,Romance",2020,fall
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,40454,7.46,271964,536428,1827,"Action,Adventure,Fantasy",2020,fall
Akudama Drive,41433,7.61,181001,390452,3373,"Action,Sci-Fi",2020,fall
Yuukoku no Moriarty,40911,8.16,152161,368846,6144,"Mystery,Suspense",2020,fall
Majo no Tabitabi,40571,7.55,163024,357865,3354,"Adventure,Fantasy",2020,fall
Mahouka Koukou no Rettousei: Raihousha-hen,40497,7.29,145239,323473,1225,"Action,Romance,Sci-Fi,Supernatural",2020,fall
Munou na Nana,41619,7.19,147099,298755,1454,"Supernatural,Suspense",2020,fall
Noblesse,41345,6.88,113632,267334,1122,"Action,Supernatural",2020,fall
100-man no Inochi no Ue ni Ore wa Tatteiru,41380,6.5,133196,262461,580,"Action,Drama,Fantasy",2020,fall
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",40595,6.65,115616,256234,1212,"Action,Fantasy,Romance",2020,fall
Higurashi no Naku Koro ni Gou,41006,7.2,82228,255798,1435,"Horror,Mystery,Supernatural,Suspense",2020,fall
Kamisama ni Natta Hi,41930,6.79,108956,242484,1526,"Drama,Fantasy",2020,fall
Maou-jou de Oyasumi,40397,7.99,87115,190326,2054,"Comedy,Fantasy",2020,fall
Kami-tachi ni Hirowareta Otoko,41312,6.98,93100,179664,916,"Fantasy,Slice of Life",2020,fall
Adachi to Shimamura,39790,7.1,67474,174279,1395,"Girls Love,Romance",2020,fall
Golden Kamuy 3rd Season,40059,8.45,70404,146842,1380,"Action,Adventure",2020,fall
Kuma Kuma Kuma Bear,40974,7.22,67367,135984,800,"Adventure,Comedy,Fantasy",2020,fall
Hanyou no Yashahime: Sengoku Otogizoushi,41911,6.71,33104,115181,609,"Action,Adventure,Comedy,Fantasy,Supernatural",2020,fall
Ikebukuro West Gate Park,40359,6.87,34756,112912,348,"Drama,Mystery",2020,fall
Iwa Kakeru! Sport Climbing Girls,41783,6.48,34010,88208,176,Sports,2020,fall
Assault Lily: Bouquet,40550,6.47,27705,80259,283,"Action,Fantasy",2020,fall
Love Live! Nijigasaki Gakuen School Idol Doukoukai,40879,7.51,28623,70766,1054,Slice of Life,2020,fall
Dogeza de Tanondemita,42571,5.61,26236,68017,182,"Comedy,Fantasy,Ecchi",2020,fall
Dragon Quest: Dai no Daibouken (2020),40906,7.75,21944,66292,533,"Action,Adventure,Fantasy",2020,fall
King's Raid: Ishi wo Tsugumono-tachi,41834,6.02,18895,64941,155,"Action,Adventure,Fantasy",2020,fall
Gochuumon wa Usagi desu ka? Bloom,38337,7.93,20136,58042,453,Slice of Life,2020,fall
Hypnosis Mic: Division Rap Battle - Rhyme Anima,40803,6.81,18125,56434,661,"Action,Sci-Fi",2020,fall
Taisou Zamurai,42668,7.24,19177,55049,123,Sports,2020,fall
Senyoku no Sigrdrifa,41372,6.45,13532,43147,62,Action,2020,fall
Ochikobore Fruit Tart,39609,6.78,10646,36540,88,Slice of Life,2020,fall
Magatsu Wahrheit: Zuerst,37599,6.55,11694,34905,61,"Action,Fantasy",2020,fall
D4DJ First Mix,39681,7.65,13541,34829,460,,2020,fall
One Room: Third Season,41364,6.45,12245,32425,58,Slice of Life,2020,fall
Rail Romanesque,40958,5.13,9859,26815,23,Slice of Life,2020,fall
Ani ni Tsukeru Kusuri wa Nai! 4,42238,7.58,11724,26003,32,"Comedy,Slice of Life",2020,fall
Strike Witches: Road to Berlin,38005,7.34,6870,24747,82,"Action,Sci-Fi,Ecchi",2020,fall
Osomatsu-san 3rd Season,42391,7.37,6905,21015,96,Comedy,2020,fall
A3! Season Autumn & Winter,40272,7.3,6067,20830,159,Drama,2020,fall
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,40833,7.24,7077,13907,44,"Comedy,Slice of Life",2020,fall
Guraburu!,41574,5.75,4030,13376,23,"Adventure,Fantasy",2020,fall
Maesetsu!,40085,5.82,3377,11151,8,"Comedy,Slice of Life",2020,fall
Tsukiuta. The Animation 2,38669,6.65,1570,7258,33,,2020,fall
Sore dake ga Neck,42883,5.65,2930,6270,3,Mystery,2020,fall
Anime Kapibara-san,42514,6.63,1869,3716,35,Comedy,2020,fall
Fushigi Dagashiya: Zenitendou,42295,6.02,151,1496,3,Mystery,2020,fall
Gebäude Bäude,43350,6.01,454,1282,3,"Comedy,Sci-Fi",2020,fall
Himitsukessha Taka no Tsume: Golden Spell,42657,6.12,459,1109,3,Comedy,2020,fall
Kaeru no Pickles: Kimochi no Iro,42717,5.47,165,923,0,Slice of Life,2020,fall
Shingeki no Kyojin: The Final Season,40028,8.81,1168527,1773355,50819,"Action,Drama",2021,winter
Horimiya,42897,8.2,704148,1181388,30388,Romance,2021,winter
Mushoku Tensei: Isekai Ittara Honki Dasu,39535,8.37,665011,1095717,26987,"Drama,Fantasy,Ecchi",2021,winter
Dr. Stone: Stone Wars,40852,8.18,507498,916006,6976,"Adventure,Comedy,Sci-Fi",2021,winter
Yakusoku no Neverland 2nd Season,39617,5.32,430407,860537,4502,"Sci-Fi,Suspense",2021,winter
Tensei shitara Slime Datta Ken 2nd Season,39551,8.39,473102,836087,10159,"Action,Adventure,Comedy,Fantasy",2021,winter
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,42203,8.45,450650,783689,11615,"Drama,Fantasy,Suspense",2021,winter
Wonder Egg Priority,43299,7.65,306768,689253,8623,"Drama,Fantasy",2021,winter
5-toubun no Hanayome ∬,39783,8.09,380542,639920,11191,"Comedy,Romance",2021,winter
Kaifuku Jutsushi no Yarinaoshi,40750,6.34,306096,532824,5664,"Adventure,Drama,Fantasy,Erotica",2021,winter
SK∞,42923,8.03,251152,500210,12060,Sports,2021,winter
Beastars 2nd Season,40935,7.82,201012,401398,2144,"Drama,Slice of Life",2021,winter
Nanatsu no Taizai: Funnu no Shinpan,41491,6.58,177174,385284,1529,"Action,Adventure,Fantasy",2021,winter
"Kumo desu ga, Nani ka?",37984,7.45,199746,384289,3859,"Action,Adventure,Comedy,Fantasy,Mystery",2021,winter
Ore dake Haireru Kakushi Dungeon,41899,6.3,177853,344260,1682,"Action,Adventure,Fantasy,Ecchi",2021,winter
Kemono Jihen,40908,7.4,151695,339447,2151,"Action,Mystery,Supernatural",2021,winter
Jaku-Chara Tomozaki-kun,40530,7.13,161643,325601,1751,"Drama,Romance",2021,winter
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,40594,6.34,127778,255497,825,"Adventure,Fantasy",2021,winter
Hataraku Saibou!!,39586,7.35,84774,251556,558,Comedy,2021,winter
Log Horizon: Entaku Houkai,41109,7.06,73634,223613,619,"Action,Adventure,Fantasy",2021,winter
Hataraku Saibou Black,41694,7.53,71220,209418,435,"Action,Drama",2021,winter
Yuru Camp△ Season 2,38474,8.53,81684,199091,2813,Slice of Life,2021,winter
World Trigger 2nd Season,40907,8.07,49394,134214,749,"Action,Sci-Fi,Supernatural",2021,winter
Non Non Biyori Nonstop,39808,8.38,41127,112304,890,Slice of Life,2021,winter
Ura Sekai Picnic,41392,6.61,36590,111137,514,"Adventure,Fantasy,Mystery,Suspense",2021,winter
2.43: Seiin Koukou Danshi Volley-bu,40679,6.14,42145,106121,349,"Drama,Sports",2021,winter
Bungou Stray Dogs Wan!,42250,7.96,40230,100613,965,"Comedy,Slice of Life,Supernatural",2021,winter
Ex-Arm,38853,2.91,41131,77809,295,"Action,Sci-Fi",2021,winter
Tenchi Souzou Design-bu,41762,7.15,29623,72442,266,"Comedy,Fantasy",2021,winter
Kai Byoui Ramune,42822,7.16,28352,66121,296,"Mystery,Supernatural",2021,winter
Idoly Pride,40842,7.43,16650,60989,514,,2021,winter
Hortensia Saga,40961,5.83,18995,59716,146,"Action,Adventure,Fantasy",2021,winter
Wave!! Surfing Yappe!! (TV),46118,5.84,13561,46568,192,"Slice of Life,Sports",2021,winter
Azur Lane: Bisoku Zenshin!,40930,7.03,17819,46263,244,"Comedy,Sci-Fi,Slice of Life",2021,winter
Uma Musume: Pretty Derby Season 2,42941,8.03,17365,42259,656,Sports,2021,winter
Skate-Leading☆Stars,40786,6.45,11929,38960,145,Sports,2021,winter
Back Arrow,40964,6.32,12556,38210,105,"Action,Fantasy",2021,winter
Project Scard: Praeter no Kizu,42825,5.88,7670,31918,133,Action,2021,winter
Majutsushi Orphen Hagure Tabi: Kimluck-hen,41573,6.17,6923,25714,83,"Action,Adventure,Drama,Fantasy",2021,winter
Maiko-san Chi no Makanai-san,41556,7.03,3723,16297,65,"Gourmet,Slice of Life",2021,winter
I★Chu: Halfway Through the Idol,39725,6.57,4433,15564,118,"Comedy,Slice of Life",2021,winter
Gekidol: Actidol Project,32455,5.52,4625,14436,28,"Drama,Sci-Fi",2021,winter
Pui Pui Molcar,44235,8.01,8651,14423,252,Comedy,2021,winter
Soukou Musume Senki,36458,5.76,3931,14147,35,"Action,Fantasy",2021,winter
Yami Shibai 8,44208,5.79,5452,13830,23,"Avant Garde,Horror,Supernatural",2021,winter
Yatogame-chan Kansatsu Nikki Sansatsume,42959,6.37,5166,13700,16,"Comedy,Slice of Life",2021,winter
Show by Rock!! Stars!!,41520,7.1,2789,10800,49,Comedy,2021,winter
World Witches Hasshin Shimasu!,42506,6.45,2766,10759,15,Comedy,2021,winter
Tropical-Rouge! Precure,44191,7.39,3031,10553,120,"Action,Fantasy",2021,winter
WIXOSS Diva(A)Live,41521,5.59,2967,9947,19,,2021,winter
D4DJ Petit Mix,45782,6.96,2343,5865,26,Comedy,2021,winter
Shin Chuuka Ichiban! 2nd Season,40957,6.65,1640,5206,10,"Comedy,Gourmet",2021,winter
Idolls!,42981,5.08,1885,4571,12,,2021,winter
Aikatsu Planet!,42653,6.45,971,3343,28,Slice of Life,2021,winter
Abciee Shuugyou Nikki,44040,5.46,1317,2720,4,Comedy,2021,winter
Okashi na Sabaku no Suna to Manu,45207,5.7,179,1512,6,Comedy,2021,winter
Kindan Joshi,45596,5.08,124,670,4,"Comedy,Romance",2021,winter
Tokyo Revengers,42249,8.03,595799,1100096,24502,"Action,Drama,Supernatural",2021,spring
Boku no Hero Academia 5th Season,41587,7.4,502633,1043299,10001,Action,2021,spring
Fumetsu no Anata e,41025,8.37,319871,780085,13157,"Adventure,Drama,Supernatural",2021,spring
"Ijiranaide, Nagatoro-san",42361,7.33,382091,723528,8512,Comedy,2021,spring
86,41457,8.27,323615,643563,15574,"Action,Drama,Sci-Fi",2021,spring
Hige wo Soru. Soshite Joshikousei wo Hirou.,40938,7.29,293773,555119,5943,"Drama,Romance",2021,spring
Vivy: Fluorite Eye's Song,46095,8.42,213757,476231,9689,"Action,Sci-Fi,Suspense",2021,spring
Fruits Basket: The Final,42938,9.01,198521,407438,18242,"Drama,Romance,Supernatural",2021,spring
Odd Taxi,46102,8.7,180622,368045,7355,"Award Winning,Mystery",2021,spring
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,41623,6.72,160303,367993,2692,"Comedy,Fantasy,Ecchi",2021,spring
"Sentouin, Hakenshimasu!",41456,7.17,157617,337547,1931,"Action,Comedy,Fantasy,Sci-Fi",2021,spring
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",40586,6.95,157373,334132,1886,"Comedy,Fantasy",2021,spring
Tensura Nikki: Tensei shitara Slime Datta Ken,41488,7.59,127643,300365,1968,"Comedy,Fantasy",2021,spring
Mairimashita! Iruma-kun 2nd Season,41402,8.07,131410,274819,2253,"Comedy,Fantasy",2021,spring
Osananajimi ga Zettai ni Makenai Love Comedy,43007,6.07,107059,244126,1629,"Comedy,Romance",2021,spring
Shaman King (2021),42205,6.89,62487,242010,1615,"Adventure,Comedy,Supernatural",2021,spring
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,44276,6.48,102513,221754,1033,"Action,Comedy,Fantasy",2021,spring
Edens Zero,42192,7.31,78308,220859,1824,"Adventure,Comedy,Fantasy,Sci-Fi",2021,spring
Shadows House,43439,7.79,86676,219253,1729,"Fantasy,Mystery",2021,spring
Koi to Yobu ni wa Kimochi Warui,41103,7.15,100055,218172,1642,"Comedy,Romance",2021,spring
Yuukoku no Moriarty Part 2,43325,8.26,94940,215967,2772,"Mystery,Suspense",2021,spring
Zombieland Saga Revenge,40174,8.02,75053,195591,1442,"Comedy,Supernatural",2021,spring
Nomad: Megalo Box 2,40729,8.2,73688,185224,1937,"Sci-Fi,Sports",2021,spring
Seijo no Maryoku wa Bannou desu,42826,7.27,74597,161019,995,"Fantasy,Romance",2021,spring
Mashiro no Oto,42590,7.54,55736,140274,751,Drama,2021,spring
Mars Red,41265,6.6,33666,118679,572,"Action,Supernatural",2021,spring
SSSS.Dynazenon,40870,7.42,37636,118039,787,"Action,Sci-Fi",2021,spring
Super Cub,40685,7.43,41027,101495,843,Slice of Life,2021,spring
Bakuten!!,43756,7.53,34528,96717,873,Sports,2021,spring
Shakunetsu Kabaddi,42395,7.04,37342,95479,733,"Comedy,Sports",2021,spring
Bishounen Tanteidan,40752,7.13,29017,94037,568,Mystery,2021,spring
Jouran: The Princess of Snow and Blood,47250,6.09,27791,90352,386,"Action,Fantasy",2021,spring
Subarashiki Kono Sekai The Animation,42307,6.13,20479,67454,310,"Action,Adventure",2021,spring
Godzilla: S.P,43229,6.65,25694,62370,359,"Action,Award Winning,Mystery,Sci-Fi",2021,spring
"Dragon, Ie wo Kau.",40526,6.41,19750,54943,186,"Comedy,Fantasy",2021,spring
Seven Knights Revolution: Eiyuu no Keishousha,47391,6.31,20927,52592,180,"Action,Adventure,Fantasy",2021,spring
Yaku nara Mug Cup mo,42568,6.52,14132,43827,129,Slice of Life,2021,spring
Sayonara Watashi no Cramer,42774,6.09,14786,41364,135,"Drama,Sports",2021,spring
Blue Reflection Ray,47639,5.79,5979,27352,101,Fantasy,2021,spring
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,45665,5.9,5280,22270,150,"Action,Fantasy,Slice of Life",2021,spring
Cestvs: The Roman Fighter,43763,5.96,7287,19455,86,"Action,Drama",2021,spring
Cardfight!! Vanguard: overDress,42516,5.93,4318,13667,59,Comedy,2021,spring
Battle Athletess Daiundoukai ReSTART!,42321,5.08,2452,7780,14,"Action,Adventure,Comedy,Sci-Fi,Sports",2021,spring
Itazuraguma no Gloomy,45587,5.22,3424,7265,41,Comedy,2021,spring
Yuuki Yuuna wa Yuusha de Aru Churutto!,42071,5.96,1310,6658,20,"Comedy,Fantasy",2021,spring
Youkai Watch ♪,48365,6.2,504,2058,28,"Comedy,Supernatural",2021,spring
Dinosaur Biyori,45618,5.93,255,2004,16,Slice of Life,2021,spring
Mewkledreamy Mix!,44273,7.14,306,1837,11,"Adventure,Fantasy",2021,spring
Shinkansen Henkei Robo Shinkalion Z the Animation,46381,6.42,206,1268,6,"Action,Sci-Fi",2021,spring
Tensei shitara Slime Datta Ken 2nd Season Part 2,41487,8.32,360698,644017,10219,"Action,Adventure,Comedy,Fantasy",2021,summer
Kobayashi-san Chi no Maid Dragon S,39247,8.32,239850,501313,5677,"Fantasy,Slice of Life",2021,summer
